month,year,quarter,artist,genre,country,region,total_streams,premium_streams,free_streams,premium_revenue_usd,ad_revenue_usd,total_revenue_usd,saves,playlist_adds,skip_rate,popularity_score,artist_trend
2023-10,2023,Q4,Aespa,K-Pop,Italy,Europe,2844587,1479185,1365402,13.47,1461.51,1474.98,89305,35436,0.215,83,Rising
2023-10,2023,Q4,Frank Ocean,R&B,Italy,Europe,3436746,1787107,1649639,17.25,3771.37,3788.62,152181,38784,0.256,100,Rising
2023-10,2023,Q4,Bad Bunny,Latin,Italy,Europe,3635638,1890531,1745107,16.26,2559.22,2575.48,226450,148759,0.234,71,Stable
2023-10,2023,Q4,Blackpink,K-Pop,Italy,Europe,3322824,1727868,1594956,18.27,3323.29,3341.56,176235,159945,0.317,100,Rising
2023-10,2023,Q4,Dua Lipa,Pop,United States,Americas,12679488,7354103,5325385,87.02,8236.15,8323.17,258231,532258,0.195,100,Rising
2023-10,2023,Q4,Brent Faiyaz,R&B,United States,Americas,4747913,2753789,1994124,28.11,4153.94,4182.05,118768,232087,0.191,100,Rising
2023-10,2023,Q4,Disclosure,Electronic,United States,Americas,5162043,2993984,2168059,35.23,2962.1,2997.33,208055,205425,0.258,87,Rising
2023-10,2023,Q4,Tyla,Afrobeats,United States,Americas,4952992,2872735,2080257,32.49,5015.41,5047.9,321495,128967,0.274,90,Rising
2023-10,2023,Q4,The Weeknd,R&B/Pop,United States,Americas,3224370,1870134,1354236,20.82,1599.01,1619.83,154352,55154,0.137,100,Rising
2023-10,2023,Q4,Aespa,K-Pop,United States,Americas,2972067,1723798,1248269,16.78,1949.03,1965.81,149558,133078,0.341,95,Rising
2023-10,2023,Q4,Martin Garrix,Electronic,United States,Americas,1307169,758158,549011,7.15,1553.67,1560.82,92172,34788,0.318,100,Rising
2023-10,2023,Q4,Lil Baby,Hip-Hop,United States,Americas,309283,179384,129899,2.14,340.43,342.57,24602,4178,0.213,100,Declining
2023-10,2023,Q4,J. Cole,Hip-Hop,United States,Americas,1285844,745789,540055,7.38,1246.67,1254.05,82266,14998,0.106,100,Stable
2023-10,2023,Q4,Twenty One Pilots,Rock,United States,Americas,2849609,1652773,1196836,19.4,1726.92,1746.32,90912,126728,0.246,94,Stable
2023-10,2023,Q4,Arctic Monkeys,Rock,United States,Americas,11798332,6843032,4955300,79.61,11761.01,11840.62,438559,536342,0.092,100,Rising
2023-10,2023,Q4,Kendrick Lamar,Hip-Hop,Brazil,Americas,4962496,1885748,3076748,8.19,5754.19,5762.38,215806,84880,0.116,100,Rising
2023-10,2023,Q4,Bad Bunny,Latin,Brazil,Americas,10703421,4067299,6636122,23.18,10975.8,10998.98,332912,525555,0.096,100,Stable
2023-10,2023,Q4,Disclosure,Electronic,Brazil,Americas,1811142,688233,1122909,3.62,2700.9,2704.52,120981,78282,0.152,100,Rising
2023-10,2023,Q4,Giveon,R&B,Brazil,Americas,12514272,4755423,7758849,23.41,9089.74,9113.15,954812,165402,0.123,100,Rising
2023-10,2023,Q4,Rema,Afrobeats,Brazil,Americas,1624108,617161,1006947,2.78,1220.38,1223.16,55832,36632,0.228,100,Rising
2023-10,2023,Q4,Twenty One Pilots,Rock,Brazil,Americas,2283535,867743,1415792,3.76,2316.07,2319.83,99963,85920,0.09,92,Stable
2023-10,2023,Q4,H.E.R.,R&B,Brazil,Americas,11636176,4421746,7214430,22.36,8495.7,8518.06,679840,473431,0.157,100,Rising
2023-10,2023,Q4,Olivia Rodrigo,Pop,Brazil,Americas,12183272,4629643,7553629,25.96,14229.03,14254.99,422483,316363,0.148,100,Rising
2023-10,2023,Q4,Aespa,K-Pop,Brazil,Americas,5096996,1936858,3160138,8.98,4071.49,4080.47,107552,222340,0.342,94,Rising
2023-10,2023,Q4,J. Cole,Hip-Hop,Brazil,Americas,14456696,5493544,8963152,27.21,17161.24,17188.45,653335,363327,0.214,100,Stable
2023-10,2023,Q4,Frank Ocean,R&B,Brazil,Americas,8678674,3297896,5380778,18.74,11891.47,11910.21,657374,326469,0.325,100,Rising
2023-10,2023,Q4,Post Malone,Hip-Hop,Brazil,Americas,9021041,3427995,5593046,16.58,13918.48,13935.06,697624,421811,0.209,100,Declining
2023-10,2023,Q4,J Balvin,Latin,Mexico,Americas,1232092,431232,800860,1.98,1428.68,1430.66,43473,21383,0.219,100,Rising
2023-10,2023,Q4,Asake,Afrobeats,Mexico,Americas,3965297,1387853,2577444,5.7,3362.12,3367.82,270305,69209,0.299,69,Rising
2023-10,2023,Q4,Giveon,R&B,Mexico,Americas,4536778,1587872,2948906,6.86,4793.37,4800.23,121523,141818,0.327,100,Rising
2023-10,2023,Q4,Stray Kids,K-Pop,Mexico,Americas,211480,74018,137462,0.3,291.26,291.56,13648,9748,0.185,71,Declining
2023-10,2023,Q4,Blackpink,K-Pop,Mexico,Americas,5810351,2033622,3776729,7.97,8029.92,8037.89,435510,265389,0.252,100,Rising
2023-10,2023,Q4,Paramore,Rock,Mexico,Americas,5996094,2098632,3897462,7.91,7551.37,7559.28,199620,183704,0.254,100,Stable
2023-10,2023,Q4,Taylor Swift,Pop,Mexico,Americas,778711,272548,506163,1.18,1106.8,1107.98,27316,35485,0.299,100,Stable
2023-10,2023,Q4,Newjeans,K-Pop,Mexico,Americas,251570,88049,163521,0.37,255.68,256.05,14187,5962,0.263,71,Stable
2023-10,2023,Q4,Ed Sheeran,Pop,Mexico,Americas,3633777,1271821,2361956,4.96,5906.38,5911.34,122330,157348,0.233,100,Rising
2023-10,2023,Q4,Peso Pluma,Latin,Mexico,Americas,1537286,538050,999236,1.86,1893.17,1895.03,59474,27941,0.174,100,Rising
2023-10,2023,Q4,Drake,Hip-Hop,Mexico,Americas,2145997,751098,1394899,2.56,2235.9,2238.46,157347,86608,0.225,100,Stable
2023-10,2023,Q4,Post Malone,Hip-Hop,Mexico,Americas,2375480,831418,1544062,2.87,4322.09,4324.96,189750,91096,0.143,100,Declining
2023-10,2023,Q4,Newjeans,K-Pop,Colombia,Americas,2281760,684528,1597232,2.54,2559.0,2561.54,65788,23499,0.235,67,Stable
2023-10,2023,Q4,Disclosure,Electronic,Colombia,Americas,2132728,639818,1492910,2.21,3290.62,3292.83,145200,59944,0.127,85,Rising
2023-10,2023,Q4,Lil Baby,Hip-Hop,Colombia,Americas,6690883,2007264,4683619,7.18,6650.82,6658.0,386354,273156,0.319,100,Declining
2023-10,2023,Q4,Nicki Minaj,Hip-Hop,Colombia,Americas,11796760,3539028,8257732,12.62,13631.37,13643.99,716138,359191,0.27,100,Stable
2023-10,2023,Q4,Miley Cyrus,Pop,Colombia,Americas,5326831,1598049,3728782,5.72,3982.02,3987.74,233149,252980,0.158,100,Stable
2023-10,2023,Q4,Kendrick Lamar,Hip-Hop,Colombia,Americas,6436079,1930823,4505256,6.24,13052.69,13058.93,367823,123631,0.184,100,Rising
2023-10,2023,Q4,Drake,Hip-Hop,Colombia,Americas,11815693,3544707,8270986,11.16,11680.22,11691.38,715805,138942,0.302,100,Stable
2023-10,2023,Q4,Rema,Afrobeats,Colombia,Americas,1473317,441995,1031322,1.62,2242.54,2244.16,113130,40993,0.316,97,Rising
2023-10,2023,Q4,H.E.R.,R&B,Nigeria,Africa,2000636,360114,1640522,1.09,2920.23,2921.32,47922,65962,0.294,100,Rising
2023-10,2023,Q4,Ariana Grande,Pop,Nigeria,Africa,691461,124462,566999,0.42,1242.25,1242.67,32360,28954,0.282,96,Stable
2023-10,2023,Q4,Fred Again..,Electronic,Nigeria,Africa,696322,125337,570985,0.38,1483.24,1483.62,50542,31083,0.335,43,Declining
2023-10,2023,Q4,Post Malone,Hip-Hop,Nigeria,Africa,1538984,277017,1261967,0.92,2160.19,2161.11,101751,57006,0.252,100,Declining
2023-10,2023,Q4,Karol G,Latin,Nigeria,Africa,1250286,225051,1025235,0.73,2917.52,2918.25,54063,49489,0.228,64,Rising
2023-10,2023,Q4,Davido,Afrobeats,Nigeria,Africa,6302936,1134528,5168408,3.63,6575.98,6579.61,145916,258533,0.324,100,Rising
2023-10,2023,Q4,Giveon,R&B,Nigeria,Africa,2405081,432914,1972167,1.44,3931.33,3932.77,190721,33999,0.298,100,Rising
2023-10,2023,Q4,Blackpink,K-Pop,Nigeria,Africa,1194047,214928,979119,0.63,1216.97,1217.6,94000,30127,0.303,100,Rising
2023-10,2023,Q4,Martin Garrix,Electronic,Nigeria,Africa,1505064,270911,1234153,0.91,1516.86,1517.77,83313,20164,0.299,100,Rising
2023-10,2023,Q4,Calvin Harris,Electronic,Nigeria,Africa,1536130,276503,1259627,0.72,1712.26,1712.98,55960,62050,0.198,75,Rising
2023-10,2023,Q4,Nicki Minaj,Hip-Hop,Nigeria,Africa,5152799,927503,4225296,2.4,5806.71,5809.11,134137,166148,0.177,100,Stable
2023-10,2023,Q4,Drake,Hip-Hop,Nigeria,Africa,2095462,377183,1718279,1.05,4500.61,4501.66,157290,47436,0.085,100,Stable
2023-10,2023,Q4,Doja Cat,Pop,South Africa,Africa,932901,261212,671689,1.04,1340.65,1341.69,24346,28508,0.232,100,Stable
2023-10,2023,Q4,21 Savage,Hip-Hop,South Africa,Africa,364030,101928,262102,0.46,383.3,383.76,10185,16120,0.112,92,Declining
2023-10,2023,Q4,Dua Lipa,Pop,South Africa,Africa,2900057,812015,2088042,3.42,4062.56,4065.98,126001,36337,0.213,100,Rising
2023-10,2023,Q4,Ed Sheeran,Pop,South Africa,Africa,1670042,467611,1202431,2.09,3520.8,3522.89,63466,52083,0.251,100,Rising
2023-10,2023,Q4,Imagine Dragons,Rock,South Africa,Africa,1853172,518888,1334284,2.38,3747.12,3749.5,94974,68785,0.224,77,Stable
2023-10,2023,Q4,Twenty One Pilots,Rock,South Africa,Africa,1151926,322539,829387,1.2,1999.94,2001.14,83305,24790,0.271,58,Stable
2023-10,2023,Q4,Drake,Hip-Hop,South Africa,Africa,168248,47109,121139,0.18,308.36,308.54,9226,4385,0.252,100,Stable
2023-10,2023,Q4,Frank Ocean,R&B,South Africa,Africa,206279,57758,148521,0.26,190.26,190.52,8938,7267,0.239,100,Rising
2023-10,2023,Q4,Newjeans,K-Pop,South Africa,Africa,1324047,370733,953314,1.58,1069.81,1071.39,69275,26215,0.296,54,Stable
2023-10,2023,Q4,H.E.R.,R&B,South Africa,Africa,1547631,433336,1114295,1.5,2451.61,2453.11,111604,47108,0.137,100,Rising
2023-10,2023,Q4,Sza,R&B,South Africa,Africa,2504623,701294,1803329,3.18,1856.1,1859.28,86197,56711,0.287,100,Stable
2023-10,2023,Q4,Harry Styles,Pop,Kenya,Africa,721119,108167,612952,0.24,1166.48,1166.72,55422,14345,0.086,100,Stable
2023-10,2023,Q4,Drake,Hip-Hop,Kenya,Africa,737749,110662,627087,0.3,1268.25,1268.55,43307,27035,0.302,100,Stable
2023-10,2023,Q4,J. Cole,Hip-Hop,Kenya,Africa,1096059,164408,931651,0.46,2250.44,2250.9,71655,40861,0.109,100,Stable
2023-10,2023,Q4,Kendrick Lamar,Hip-Hop,Kenya,Africa,2585935,387890,2198045,1.01,6096.84,6097.85,192634,65674,0.331,100,Rising
2023-10,2023,Q4,Aespa,K-Pop,Kenya,Africa,2247944,337191,1910753,0.83,4463.4,4464.23,163255,37341,0.321,90,Rising
2023-10,2023,Q4,J Balvin,Latin,Kenya,Africa,1699245,254886,1444359,0.7,3359.07,3359.77,85850,38235,0.342,76,Rising
2023-10,2023,Q4,Paramore,Rock,Kenya,Africa,392263,58839,333424,0.16,993.57,993.73,14411,18292,0.114,76,Stable
2023-10,2023,Q4,Imagine Dragons,Rock,Kenya,Africa,1274839,191225,1083614,0.45,2478.09,2478.54,70894,59608,0.287,91,Stable
2023-10,2023,Q4,Doja Cat,Pop,Kenya,Africa,1262407,189361,1073046,0.52,2877.79,2878.31,94872,16037,0.238,100,Stable
2023-10,2023,Q4,Billie Eilish,Pop,Ghana,Africa,927463,129844,797619,0.33,1305.6,1305.93,44300,16719,0.148,97,Declining
2023-10,2023,Q4,Nicki Minaj,Hip-Hop,Ghana,Africa,2220989,310938,1910051,0.76,5314.31,5315.07,92509,65213,0.331,100,Stable
2023-10,2023,Q4,Peso Pluma,Latin,Ghana,Africa,720388,100854,619534,0.2,1338.56,1338.76,40228,29907,0.337,80,Rising
2023-10,2023,Q4,Paramore,Rock,Ghana,Africa,1165364,163150,1002214,0.41,2024.29,2024.7,81923,37500,0.165,64,Stable
2023-10,2023,Q4,Blackpink,K-Pop,Ghana,Africa,952506,133350,819156,0.28,1852.1,1852.38,69660,33634,0.259,100,Rising
2023-10,2023,Q4,Sza,R&B,Ghana,Africa,1456159,203862,1252297,0.41,3282.79,3283.2,89913,70126,0.225,100,Stable
2023-10,2023,Q4,Drake,Hip-Hop,Ghana,Africa,2013792,281930,1731862,0.62,4282.53,4283.15,125629,93348,0.251,100,Stable
2023-10,2023,Q4,Post Malone,Hip-Hop,Ghana,Africa,1596901,223566,1373335,0.46,3426.23,3426.69,44636,27348,0.285,100,Declining
2023-10,2023,Q4,Karol G,Latin,Ghana,Africa,1220963,170934,1050029,0.42,2397.64,2398.06,46896,57923,0.137,88,Rising
2023-10,2023,Q4,Frank Ocean,R&B,Ghana,Africa,269352,37709,231643,0.09,376.42,376.51,17278,8624,0.231,100,Rising
2023-10,2023,Q4,Twenty One Pilots,Rock,Japan,Asia,726752,436051,290701,4.45,712.36,716.81,22928,31511,0.091,56,Stable
2023-10,2023,Q4,Kendrick Lamar,Hip-Hop,Japan,Asia,1223776,734265,489511,7.38,1232.67,1240.05,89684,26070,0.141,100,Rising
2023-10,2023,Q4,Calvin Harris,Electronic,Japan,Asia,4658519,2795111,1863408,29.34,5015.75,5045.09,260101,135461,0.164,100,Rising
2023-10,2023,Q4,Fred Again..,Electronic,Japan,Asia,4105068,2463040,1642028,25.5,1939.04,1964.54,232255,138647,0.17,64,Declining
2023-10,2023,Q4,Newjeans,K-Pop,Japan,Asia,831080,498648,332432,4.17,780.66,784.83,61293,22873,0.267,100,Stable
2023-10,2023,Q4,J. Cole,Hip-Hop,Japan,Asia,1155668,693400,462268,5.69,497.28,502.97,25308,43806,0.225,79,Stable
2023-10,2023,Q4,Drake,Hip-Hop,Japan,Asia,2932863,1759717,1173146,14.23,3140.63,3154.86,120279,76202,0.291,71,Stable
2023-10,2023,Q4,Davido,Afrobeats,Japan,Asia,6130404,3678242,2452162,37.51,2512.16,2549.67,224254,263601,0.217,100,Rising
2023-10,2023,Q4,Bts,K-Pop,Japan,Asia,23348191,14008914,9339277,125.45,23776.06,23901.51,525067,801417,0.166,100,Stable
2023-10,2023,Q4,Twenty One Pilots,Rock,South Korea,Asia,887995,488397,399598,4.44,1035.04,1039.48,36173,13789,0.206,60,Stable
2023-10,2023,Q4,Olivia Rodrigo,Pop,South Korea,Asia,9915348,5453441,4461907,40.91,10917.75,10958.66,336434,435551,0.164,100,Rising
2023-10,2023,Q4,Post Malone,Hip-Hop,South Korea,Asia,1734605,954032,780573,8.54,1068.83,1077.37,118659,18608,0.329,82,Declining
2023-10,2023,Q4,Bad Bunny,Latin,South Korea,Asia,1752429,963835,788594,7.11,1784.22,1791.33,64612,23694,0.216,79,Stable
2023-10,2023,Q4,Frank Ocean,R&B,South Korea,Asia,357968,196882,161086,1.55,316.26,317.81,10549,16075,0.267,84,Rising
2023-10,2023,Q4,Ed Sheeran,Pop,South Korea,Asia,3896679,2143173,1753506,16.76,4553.29,4570.05,154104,127515,0.1,100,Rising
2023-10,2023,Q4,The Weeknd,R&B/Pop,South Korea,Asia,7140999,3927549,3213450,34.56,6784.27,6818.83,483945,177626,0.335,100,Rising
2023-10,2023,Q4,Doja Cat,Pop,South Korea,Asia,9654879,5310183,4344696,47.99,7279.4,7327.39,677304,252690,0.287,100,Stable
2023-10,2023,Q4,Travis Scott,Hip-Hop,South Korea,Asia,533911,293651,240260,2.23,266.54,268.77,31580,7894,0.176,87,Declining
2023-10,2023,Q4,Aespa,K-Pop,South Korea,Asia,8130596,4471827,3658769,32.24,9354.27,9386.51,284219,174738,0.173,100,Rising
2023-10,2023,Q4,Newjeans,K-Pop,South Korea,Asia,7092781,3901029,3191752,32.8,6258.68,6291.48,199279,293766,0.088,100,Stable
2023-10,2023,Q4,Karol G,Latin,South Korea,Asia,288794,158836,129958,1.27,334.7,335.97,16944,3326,0.21,100,Rising
2023-10,2023,Q4,Paramore,Rock,India,Asia,1911846,420606,1491240,0.91,2991.22,2992.13,92687,42211,0.226,65,Stable
2023-10,2023,Q4,The Weeknd,R&B/Pop,India,Asia,4454532,979997,3474535,1.84,7470.42,7472.26,175106,129721,0.324,100,Rising
2023-10,2023,Q4,Kendrick Lamar,Hip-Hop,India,Asia,1850753,407165,1443588,0.85,1604.94,1605.79,121564,27966,0.341,100,Rising
2023-10,2023,Q4,Blackpink,K-Pop,India,Asia,17694468,3892782,13801686,7.26,35819.57,35826.83,535678,607608,0.094,100,Rising
2023-10,2023,Q4,Calvin Harris,Electronic,India,Asia,1112797,244815,867982,0.48,1298.75,1299.23,38162,52388,0.143,100,Rising
2023-10,2023,Q4,Brent Faiyaz,R&B,India,Asia,3080693,677752,2402941,1.42,3819.83,3821.25,173038,126438,0.174,66,Rising
2023-10,2023,Q4,Dua Lipa,Pop,India,Asia,3318206,730005,2588201,1.63,7304.27,7305.9,219764,110486,0.232,100,Rising
2023-10,2023,Q4,Arctic Monkeys,Rock,India,Asia,1570148,345432,1224716,0.73,3094.46,3095.19,37732,41629,0.16,100,Rising
2023-10,2023,Q4,Newjeans,K-Pop,India,Asia,10297463,2265441,8032022,4.07,12931.99,12936.06,600859,341597,0.315,100,Stable
2023-10,2023,Q4,Billie Eilish,Pop,Indonesia,Asia,5629500,1125900,4503600,2.6,4520.82,4523.42,446255,164744,0.311,100,Declining
2023-10,2023,Q4,Blackpink,K-Pop,Indonesia,Asia,2736029,547205,2188824,1.48,5856.89,5858.37,77832,61813,0.195,100,Rising
2023-10,2023,Q4,Fred Again..,Electronic,Indonesia,Asia,382513,76502,306011,0.2,353.64,353.84,17050,11271,0.287,74,Declining
2023-10,2023,Q4,Ed Sheeran,Pop,Indonesia,Asia,7041018,1408203,5632815,3.81,10181.97,10185.78,179626,304002,0.206,100,Rising
2023-10,2023,Q4,Paramore,Rock,Indonesia,Asia,3192308,638461,2553847,1.6,6044.1,6045.7,80226,143030,0.24,71,Stable
2023-10,2023,Q4,Arctic Monkeys,Rock,Indonesia,Asia,4635497,927099,3708398,2.32,11100.57,11102.89,183131,143977,0.111,100,Rising
2023-10,2023,Q4,Taylor Swift,Pop,Indonesia,Asia,3214337,642867,2571470,1.41,5004.71,5006.12,190103,110385,0.151,100,Stable
2023-10,2023,Q4,Rauw Alejandro,Latin,Indonesia,Asia,384885,76977,307908,0.2,465.61,465.81,26930,10772,0.347,87,Stable
2023-10,2023,Q4,Karol G,Latin,Argentina,Latam,11892742,3805677,8087065,12.73,12020.7,12033.43,764092,538439,0.137,100,Rising
2023-10,2023,Q4,Rema,Afrobeats,Argentina,Latam,1562238,499916,1062322,1.61,1531.8,1533.41,71111,30076,0.26,51,Rising
2023-10,2023,Q4,Dua Lipa,Pop,Argentina,Latam,1757317,562341,1194976,1.69,1823.62,1825.31,116650,73310,0.213,100,Rising
2023-10,2023,Q4,Frank Ocean,R&B,Argentina,Latam,1935907,619490,1316417,2.18,2898.27,2900.45,122129,55889,0.284,77,Rising
2023-10,2023,Q4,Aespa,K-Pop,Argentina,Latam,1880979,601913,1279066,2.16,2892.28,2894.44,116295,93400,0.24,72,Rising
2023-10,2023,Q4,Rauw Alejandro,Latin,Argentina,Latam,10544572,3374263,7170309,9.91,13879.34,13889.25,617486,116642,0.215,100,Stable
2023-10,2023,Q4,Post Malone,Hip-Hop,Argentina,Latam,3098079,991385,2106694,3.71,4477.11,4480.82,166682,147909,0.331,100,Declining
2023-10,2023,Q4,Blackpink,K-Pop,Argentina,Latam,2122864,679316,1443548,2.47,3406.69,3409.16,106146,92071,0.297,100,Rising
2023-10,2023,Q4,Bad Bunny,Latin,Argentina,Latam,4563392,1460285,3103107,5.3,7044.05,7049.35,343466,194032,0.14,100,Stable
2023-10,2023,Q4,Asake,Afrobeats,Argentina,Latam,452843,144909,307934,0.55,323.33,323.88,23244,18546,0.293,41,Rising
2023-10,2023,Q4,Twenty One Pilots,Rock,Argentina,Latam,1756069,561942,1194127,1.75,2895.6,2897.35,43642,85436,0.13,56,Stable
2023-10,2023,Q4,Imagine Dragons,Rock,Argentina,Latam,2136203,683584,1452619,2.38,2020.26,2022.64,104375,39323,0.086,85,Stable
2023-10,2023,Q4,Rauw Alejandro,Latin,Chile,Latam,6780503,2305371,4475132,8.69,7858.85,7867.54,537221,324862,0.271,100,Stable
2023-10,2023,Q4,Ed Sheeran,Pop,Chile,Latam,3158209,1073791,2084418,4.3,4767.89,4772.19,87301,89395,0.206,100,Rising
2023-10,2023,Q4,J. Cole,Hip-Hop,Chile,Latam,1639116,557299,1081817,1.7,1432.53,1434.23,66131,36407,0.09,100,Stable
2023-10,2023,Q4,Blackpink,K-Pop,Chile,Latam,1157253,393466,763787,1.29,2156.61,2157.9,54748,48777,0.149,100,Rising
2023-10,2023,Q4,Post Malone,Hip-Hop,Chile,Latam,1255215,426773,828442,1.68,1598.54,1600.22,33181,13407,0.115,100,Declining
2023-10,2023,Q4,Billie Eilish,Pop,Chile,Latam,891299,303041,588258,0.94,801.44,802.38,63184,14714,0.26,94,Declining
2023-10,2023,Q4,Burna Boy,Afrobeats,Chile,Latam,1932514,657054,1275460,2.13,3711.96,3714.09,64848,23716,0.229,52,Rising
2023-10,2023,Q4,Paramore,Rock,Chile,Latam,2245755,763556,1482199,3.0,2552.15,2555.15,101350,90830,0.294,70,Stable
2023-11,2023,Q4,Karol G,Latin,Netherlands,Europe,1569943,1067561,502382,9.77,938.76,948.53,75723,23726,0.086,94,Rising
2023-11,2023,Q4,J. Cole,Hip-Hop,Netherlands,Europe,880640,598835,281805,6.17,664.15,670.32,63351,39587,0.312,100,Stable
2023-11,2023,Q4,Travis Scott,Hip-Hop,Netherlands,Europe,4122676,2803419,1319257,25.02,3923.88,3948.9,273079,159998,0.138,100,Declining
2023-11,2023,Q4,Taylor Swift,Pop,Netherlands,Europe,13664430,9291812,4372618,97.14,6224.44,6321.58,1017370,603609,0.206,100,Stable
2023-11,2023,Q4,Frank Ocean,R&B,Netherlands,Europe,3202502,2177701,1024801,19.84,2453.62,2473.46,66755,48204,0.195,93,Rising
2023-11,2023,Q4,Imagine Dragons,Rock,Netherlands,Europe,5455243,3709565,1745678,40.13,2576.44,2616.57,340697,211852,0.252,100,Stable
2023-11,2023,Q4,Aespa,K-Pop,Netherlands,Europe,4496385,3057541,1438844,33.16,1637.69,1670.85,201394,103688,0.327,88,Rising
2023-11,2023,Q4,Ariana Grande,Pop,Netherlands,Europe,393349,267477,125872,2.6,250.5,253.1,13861,18201,0.157,100,Stable
2023-11,2023,Q4,Disclosure,Electronic,Netherlands,Europe,9340851,6351778,2989073,55.36,6247.0,6302.36,346581,326103,0.242,100,Rising
2023-11,2023,Q4,Sza,R&B,Netherlands,Europe,5375933,3655634,1720299,39.56,3408.85,3448.41,375447,81988,0.278,94,Stable
2023-11,2023,Q4,Bad Bunny,Latin,Netherlands,Europe,1047364,712207,335157,8.15,903.38,911.53,46267,19969,0.099,75,Stable
2023-11,2023,Q4,Nicki Minaj,Hip-Hop,Netherlands,Europe,759305,516327,242978,5.23,462.91,468.14,55101,19702,0.257,100,Stable
2023-11,2023,Q4,Karol G,Latin,United Kingdom,Europe,2893410,1880716,1012694,16.09,1880.04,1896.13,141407,124147,0.192,90,Rising
2023-11,2023,Q4,Rema,Afrobeats,United Kingdom,Europe,4852699,3154254,1698445,32.95,2199.75,2232.7,239267,235623,0.306,99,Rising
2023-11,2023,Q4,The Weeknd,R&B/Pop,United Kingdom,Europe,3070641,1995916,1074725,20.67,1203.75,1224.42,72880,105890,0.226,100,Rising
2023-11,2023,Q4,Miley Cyrus,Pop,United Kingdom,Europe,4653072,3024496,1628576,27.47,2847.4,2874.87,238264,53018,0.208,100,Stable
2023-11,2023,Q4,Rauw Alejandro,Latin,United Kingdom,Europe,914301,594295,320006,6.81,453.01,459.82,40710,10790,0.238,100,Stable
2023-11,2023,Q4,Disclosure,Electronic,United Kingdom,Europe,2482846,1613849,868997,15.63,2151.21,2166.84,53384,78560,0.111,100,Rising
2023-11,2023,Q4,Twenty One Pilots,Rock,United Kingdom,Europe,3147990,2046193,1101797,22.59,1388.51,1411.1,241905,100407,0.171,100,Stable
2023-11,2023,Q4,J. Cole,Hip-Hop,United Kingdom,Europe,552632,359210,193422,3.84,291.29,295.13,16695,21483,0.161,100,Stable
2023-11,2023,Q4,Martin Garrix,Electronic,United Kingdom,Europe,12336210,8018536,4317674,78.35,6571.06,6649.41,908338,463416,0.281,100,Rising
2023-11,2023,Q4,Arctic Monkeys,Rock,United Kingdom,Europe,9629217,6258991,3370226,56.29,3692.78,3749.07,587489,142964,0.095,100,Rising
2023-11,2023,Q4,Imagine Dragons,Rock,Germany,Europe,5477725,3834407,1643318,33.07,1940.7,1973.77,269128,229884,0.25,100,Stable
2023-11,2023,Q4,Rema,Afrobeats,Germany,Europe,4558566,3190996,1367570,27.73,1728.72,1756.45,209847,142319,0.336,98,Rising
2023-11,2023,Q4,Calvin Harris,Electronic,Germany,Europe,6597553,4618287,1979266,44.0,5072.25,5116.25,442145,259200,0.312,100,Rising
2023-11,2023,Q4,Lil Baby,Hip-Hop,Germany,Europe,3129150,2190405,938745,21.67,1701.31,1722.98,179027,82191,0.12,62,Declining
2023-11,2023,Q4,Sza,R&B,Germany,Europe,3053367,2137356,916011,24.32,1388.56,1412.88,160409,51959,0.167,100,Stable
2023-11,2023,Q4,J Balvin,Latin,Germany,Europe,2171733,1520213,651520,16.37,787.37,803.74,130450,74647,0.273,87,Rising
2023-11,2023,Q4,Nicki Minaj,Hip-Hop,Germany,Europe,7113974,4979781,2134193,45.75,2406.6,2452.35,531923,303420,0.13,100,Stable
2023-11,2023,Q4,Karol G,Latin,Germany,Europe,4832871,3383009,1449862,37.67,2706.17,2743.84,205306,166772,0.096,93,Rising
2023-11,2023,Q4,Coldplay,Rock,Germany,Europe,1418212,992748,425464,8.95,449.99,458.94,82589,29441,0.205,100,Stable
2023-11,2023,Q4,H.E.R.,R&B,Germany,Europe,4685782,3280047,1405735,34.41,2602.8,2637.21,340615,174888,0.252,93,Rising
2023-11,2023,Q4,Blackpink,K-Pop,Germany,Europe,3098327,2168828,929499,21.14,2619.85,2640.99,154404,57730,0.221,100,Rising
